"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:1905477","GO:1905477","positive regulation of protein localization to membrane",21,0.262174202973452,0.821683637511347,0.705776173285199,0.955334937825913,0.915785251335318,248,"tags=19%, list=13%, signal=17%","BBC3/DLG1/FYN/STAC"
"GO:0002791","GO:0002791","regulation of peptide secretion",12,0.307722063058679,0.818603686022171,0.703213610586011,0.955334937825913,0.915785251335318,291,"tags=33%, list=16%, signal=28%","PCK2/SREBF1/PIM3/PLCB1"
"GO:0030072","GO:0030072","peptide hormone secretion",12,0.307722063058679,0.818603686022171,0.703213610586011,0.955334937825913,0.915785251335318,291,"tags=33%, list=16%, signal=28%","PCK2/SREBF1/PIM3/PLCB1"
"GO:0090276","GO:0090276","regulation of peptide hormone secretion",12,0.307722063058679,0.818603686022171,0.703213610586011,0.955334937825913,0.915785251335318,291,"tags=33%, list=16%, signal=28%","PCK2/SREBF1/PIM3/PLCB1"
"GO:1903432","GO:1903432","regulation of TORC1 signaling",12,0.307465374624626,0.817920842237143,0.705103969754253,0.955334937825913,0.915785251335318,316,"tags=25%, list=17%, signal=21%","SESN2/SESN3/SESN1"
"GO:0051252","GO:0051252","regulation of RNA metabolic process",380,0.177304184441444,0.915342216544963,0.72,0.956759203238077,0.91715055391853,496,"tags=29%, list=27%, signal=27%","TRIB3/BTG2/DDIT3/ZNF177/ANKRD1/ATF3/VEGFA/POU2F2/ZNF680/MDM2/CTH/TSC22D3/TXNIP/ZBED3/NUPR1/RPS6KA5/ATF4/AKNA/ARHGEF2/AFF3/FST/ZNF829/KLF2/MSC/BTG1/MXD1/MKX/CEBPB/KLF9/TP53INP1/PLK3/CEBPG/BCL10/NCOA7/SREBF1/KLF4/MXI1/E2F7/PIM2/GADD45A/KDM4A/DLG1/DYRK1B/MAP3K5/TET3/EDA2R/EPAS1/ETV5/TRIM22/TGIF1/XPC/FHL2/APBB2/ZNF248/AR/JMY/TFRC/PLCB1/PKD1/ETS1/TOP2A/PDCD4/ANKRD49/AHNAK2/XBP1/KMT5A/ZNF331/MAFK/GAS5/CCPG1/ZNF197/TCEA1/METTL4/TRIM6/TRIM52/JUND/MYBL1/RASA1/JDP2/DEAF1/PAWR/TRIM25/NKX3-1/PAN3/CKS1B/OGT/DDR2/WTIP/CKS2/EDRF1/RNF187/CRY1/CHD2/FGF2/NFE2L1/AHR/SGK1/APOBEC3C/YBX3/EAF1/FOXD1/BBX/TP53/TOB1/DCP2/CAMTA2/IER5/ATF5/FANCD2/ZNF337/APP/HMOX1"
"GO:0016567","GO:0016567","protein ubiquitination",96,0.199705569267464,0.857122644986543,0.721393034825871,0.956759203238077,0.91715055391853,612,"tags=38%, list=33%, signal=26%","TRIB3/MDM2/ARRDC4/HERPUD1/BCL10/TRAF4/TRIM22/DCAF15/FYN/DDB2/FBXO32/RNF44/RNF41/UBE2C/FBXO25/TRIM6/TRIM52/CCNB1IP1/ARRDC3/TRIM25/OGT/RNF187/CRY1/RNF24/FBXO22/ENC1/KLHL12/ZNF598/TRIM8/RNF220/TRIM2/BIRC2/SMURF2/ASB1/BFAR/RBCK1"
"GO:0007264","GO:0007264","small GTPase mediated signal transduction",65,0.213893198286696,0.85086146452965,0.713798977853492,0.956759203238077,0.91715055391853,148,"tags=11%, list=8%, signal=10%","RAB33A/CDKN1A/LAT/ARHGEF2/RALGPS1/ARHGAP26/ABCA1"
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation",47,-0.213949632557191,-0.844765839371728,0.719817767653758,0.956759203238077,0.91715055391853,69,"tags=21%, list=4%, signal=21%","WDR77/IFT57/SIX1/RIDA/F3/UHRF1/FGF7/NR4A3/CCL2/GDF5"
"GO:0000075","GO:0000075","cell cycle checkpoint signaling",32,0.243345499878966,0.835009617022038,0.713780918727915,0.956759203238077,0.91715055391853,491,"tags=38%, list=26%, signal=28%","CDKN1A/MDM2/PLK3/XPC/TTK/CDK1/INCENP/RPS27L/CCNG1/CRY1/TP53/FANCD2"
"GO:0032886","GO:0032886","regulation of microtubule-based process",36,0.235702007561145,0.829647667272963,0.72,0.956759203238077,0.91715055391853,617,"tags=42%, list=33%, signal=28%","ARHGEF2/BORA/CEP120/PKD1/SENP6/SPAST/SKA1/STMN3/TTBK2/ATF5/LAMP1/GNAI1/CLIP1/SKA3/GSK3B"
"GO:0051924","GO:0051924","regulation of calcium ion transport",24,0.256601008438637,0.827036448557485,0.70990990990991,0.956759203238077,0.91715055391853,251,"tags=29%, list=14%, signal=26%","ANK2/CYBA/BEST1/STC2/FYN/STAC/BAX"
"GO:0035051","GO:0035051","cardiocyte differentiation",16,-0.275200725962285,-0.825993612804375,0.708061002178649,0.956759203238077,0.91715055391853,370,"tags=44%, list=20%, signal=35%","PDGFRA/DKK1/TBX5/TBX3/INHBA/ACTC1/HAND2"
"GO:0009306","GO:0009306","protein secretion",30,0.244445084931845,0.825858348194861,0.720848056537102,0.956759203238077,0.91715055391853,345,"tags=27%, list=19%, signal=22%","ANKRD1/PCK2/ABCA1/SREBF1/PIM3/RHBDF2/PLCB1/ERP29"
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region",30,0.244445084931845,0.825858348194861,0.720848056537102,0.956759203238077,0.91715055391853,345,"tags=27%, list=19%, signal=22%","ANKRD1/PCK2/ABCA1/SREBF1/PIM3/RHBDF2/PLCB1/ERP29"
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis",28,0.246467552503286,0.821522978320796,0.715315315315315,0.956759203238077,0.91715055391853,317,"tags=21%, list=17%, signal=18%","VEGFA/CYFIP2/KIF26B/RDH10/SEMA7A/IFRD1"
"GO:0043409","GO:0043409","negative regulation of MAPK cascade",15,0.287865995557069,0.821027757223272,0.715613382899628,0.956759203238077,0.91715055391853,299,"tags=27%, list=16%, signal=23%","ATF3/DUSP5/DLG1/PDCD4"
"GO:1901989","GO:1901989","positive regulation of cell cycle phase transition",21,0.261919619071774,0.820885742737528,0.707581227436823,0.956759203238077,0.91715055391853,493,"tags=38%, list=27%, signal=28%","MDM2/RRM2B/PLCB1/UBE2C/CDK1/DDR2/DYRK3/APP"
"GO:0140053","GO:0140053","mitochondrial gene expression",20,-0.254370066940844,-0.820853676877981,0.713347921225383,0.956759203238077,0.91715055391853,19,"tags=30%, list=1%, signal=30%","MRPL17/ELAC2/MRPL34/PRORP/TRMT10C/PPARGC1B"
"GO:0043405","GO:0043405","regulation of MAP kinase activity",20,-0.25410191837653,-0.819988359910407,0.713347921225383,0.956759203238077,0.91715055391853,351,"tags=35%, list=19%, signal=29%","MAP3K4/HYAL2/DKK1/HMGCR/SPRY2/MAP2K6/TNFRSF11A"
"GO:0030509","GO:0030509","BMP signaling pathway",27,-0.237964228521431,-0.819631834280997,0.72,0.956759203238077,0.91715055391853,234,"tags=19%, list=13%, signal=16%","UBE2O/INHBA/UBE2D1/RGMA/GDF5"
"GO:0071772","GO:0071772","response to BMP",27,-0.237964228521431,-0.819631834280997,0.72,0.956759203238077,0.91715055391853,234,"tags=19%, list=13%, signal=16%","UBE2O/INHBA/UBE2D1/RGMA/GDF5"
"GO:0071773","GO:0071773","cellular response to BMP stimulus",27,-0.237964228521431,-0.819631834280997,0.72,0.956759203238077,0.91715055391853,234,"tags=19%, list=13%, signal=16%","UBE2O/INHBA/UBE2D1/RGMA/GDF5"
"GO:0031110","GO:0031110","regulation of microtubule polymerization or depolymerization",16,0.281669106269051,0.817821912196317,0.718232044198895,0.956759203238077,0.91715055391853,690,"tags=50%, list=37%, signal=32%","ARHGEF2/SPAST/SKA1/STMN3/TTBK2/CLIP1/SKA3/CKAP5"
"GO:0051168","GO:0051168","nuclear export",24,0.253435644873272,0.816834341179102,0.717117117117117,0.956759203238077,0.91715055391853,11,"tags=4%, list=1%, signal=4%","SFN"
"GO:0022412","GO:0022412","cellular process involved in reproduction in multicellular organism",31,-0.229660161498551,-0.816161346120401,0.71395881006865,0.956759203238077,0.91715055391853,315,"tags=19%, list=17%, signal=16%","MSH2/WDR77/INHBA/HSPA2/TMEM119/DMC1"
"GO:0019079","GO:0019079","viral genome replication",14,-0.281838542403735,-0.815371197999388,0.721491228070175,0.956759203238077,0.91715055391853,42,"tags=43%, list=2%, signal=42%","ZC3HAV1/ILF3/PCBP1/VCP/SRPK1/CCL2"
"GO:0007266","GO:0007266","Rho protein signal transduction",19,0.266831336107787,0.812857324571468,0.710332103321033,0.956759203238077,0.91715055391853,206,"tags=16%, list=11%, signal=14%","ARHGEF2/ABCA1/EPS8L2"
"GO:0006479","GO:0006479","protein methylation",20,0.264448521051184,0.812636885448473,0.719266055045872,0.956759203238077,0.91715055391853,136,"tags=15%, list=7%, signal=14%","BTG2/FAM86B1/BTG1"
"GO:0008213","GO:0008213","protein alkylation",20,0.264448521051184,0.812636885448473,0.719266055045872,0.956759203238077,0.91715055391853,136,"tags=15%, list=7%, signal=14%","BTG2/FAM86B1/BTG1"
"GO:2000242","GO:2000242","negative regulation of reproductive process",10,0.32005908682611,0.811519644102246,0.71743119266055,0.956759203238077,0.91715055391853,462,"tags=50%, list=25%, signal=38%","RPS6KA2/TTK/NKX3-1/BCL2L1/YBX3"
"GO:0001959","GO:0001959","regulation of cytokine-mediated signaling pathway",11,0.312087019040519,0.811206194212236,0.72037037037037,0.956759203238077,0.91715055391853,43,"tags=9%, list=2%, signal=9%","HPX"
"GO:0009161","GO:0009161","ribonucleoside monophosphate metabolic process",11,-0.302214236130119,-0.809822486996469,0.716450216450216,0.956759203238077,0.91715055391853,706,"tags=73%, list=38%, signal=45%","CAD/IMPDH1/ATIC/TJP2/PRPS1/AMPD2/ADA/CDA"
"GO:0010171","GO:0010171","body morphogenesis",14,0.289450009745261,0.808078443772339,0.721611721611722,0.956759203238077,0.91715055391853,25,"tags=7%, list=1%, signal=7%","MYH3"
"GO:1901992","GO:1901992","positive regulation of mitotic cell cycle phase transition",19,0.264563796813478,0.805949642921261,0.715867158671587,0.956759203238077,0.91715055391853,493,"tags=37%, list=27%, signal=27%","MDM2/RRM2B/PLCB1/UBE2C/CDK1/DDR2/APP"
"GO:0038202","GO:0038202","TORC1 signaling",13,0.293501506505227,0.799705915163047,0.717996289424861,0.956759203238077,0.91715055391853,316,"tags=23%, list=17%, signal=19%","SESN2/SESN3/SESN1"
"GO:0031100","GO:0031100","animal organ regeneration",12,0.297601967154138,0.791682159083182,0.720226843100189,0.956759203238077,0.91715055391853,143,"tags=17%, list=8%, signal=15%","SLC7A5/CEBPB"
"GO:0044242","GO:0044242","cellular lipid catabolic process",24,-0.246599795085253,-0.826249858639904,0.722595078299776,0.957289002557545,0.917658420200528,100,"tags=17%, list=5%, signal=16%","AMACR/AKR1C3/PLA2G4B/CYP1B1"
"GO:0051101","GO:0051101","regulation of DNA binding",20,0.263298576581301,0.809103164447768,0.722935779816514,0.957289002557545,0.917658420200528,378,"tags=25%, list=20%, signal=20%","DDIT3/CEBPG/KLF4/TRIM6/NEK2"
"GO:0006879","GO:0006879","intracellular iron ion homeostasis",10,0.315471207610634,0.799886935451327,0.724770642201835,0.958492975734355,0.918812550374847,625,"tags=50%, list=34%, signal=33%","HPX/TFRC/HMOX1/ATP13A2/FTH1"
"GO:1902750","GO:1902750","negative regulation of cell cycle G2/M phase transition",10,0.315191554683158,0.799177866865186,0.724770642201835,0.958492975734355,0.918812550374847,29,"tags=10%, list=2%, signal=10%","CDKN1A"
"GO:2000026","GO:2000026","regulation of multicellular organismal development",155,0.188329598230952,0.879677269508874,0.725239616613419,0.958501114235092,0.918820351951706,205,"tags=13%, list=11%, signal=13%","SFN/ADM2/BTG2/ITPKA/VEGFA/SLC7A5/MAPK11/YJEFN3/ZBED3/NUPR1/ATF4/FST/KLF2/BTG1/FLRT2/CEBPB/KLF4/GADD45A/KDM4A/DLG1"
"GO:0042307","GO:0042307","positive regulation of protein import into nucleus",10,-0.308631104571012,-0.797637337983993,0.726477024070022,0.959524181663913,0.919801065652565,343,"tags=70%, list=19%, signal=57%","TARDBP/RAN/HSP90AA1/GLI3/HYAL2/ZIC1/PTGS2"
"GO:0090224","GO:0090224","regulation of spindle organization",11,0.308468160736662,0.801799714310923,0.727777777777778,0.960629558813115,0.920860681553043,331,"tags=27%, list=18%, signal=23%","BORA/PKD1/SENP6"
"GO:0006354","GO:0006354","DNA-templated transcription elongation",13,-0.282166786167356,-0.803290096913047,0.730021598272138,0.962977535045604,0.923111454469496,815,"tags=77%, list=44%, signal=43%","HNRNPU/ELOF1/ELOA/SUPT16H/ADRM1/MED23/POLR1E/INTS5/MED17/CTR9"
"GO:0043408","GO:0043408","regulation of MAPK cascade",75,0.203316026594483,0.838012961969077,0.730706075533662,0.96326688887983,0.923388829412366,493,"tags=32%, list=27%, signal=24%","GDF15/ATF3/VEGFA/DUSP5/FAS/GADD45A/TRAF4/DLG1/MAP3K5/EDA2R/SEMA7A/AR/PLCB1/PDCD4/RNF41/ERP29/GSDME/NENF/ERRFI1/DDR2/FGF2/JCAD/IQGAP3/APP"
"GO:0030183","GO:0030183","B cell differentiation",17,-0.263723936720021,-0.807107871445394,0.73202614379085,0.964393221240998,0.924468533004917,333,"tags=29%, list=18%, signal=24%","ADA/MSH2/ZBTB1/INHBA/FZD9"
"GO:0051928","GO:0051928","positive regulation of calcium ion transport",12,-0.284527932927265,-0.791331307734149,0.733615221987315,0.965872297988385,0.925886377801771,409,"tags=42%, list=22%, signal=33%","BDKRB1/EHD3/CEMIP/HSPA2/CCL2"
"GO:0043488","GO:0043488","regulation of mRNA stability",23,0.250358150329898,0.794806313796033,0.734657039711191,0.966629434079973,0.926612169394307,527,"tags=35%, list=28%, signal=25%","BTG2/PAN3/YBX3/TOB1/DCP2/PATL1/GDNF/IGF2BP2"
"GO:0060070","GO:0060070","canonical Wnt signaling pathway",40,-0.221292490932619,-0.822053629939391,0.735498839907193,0.966878172588832,0.926850610436117,154,"tags=22%, list=8%, signal=21%","DKK1/WLS/PLPP3/LRP4/AMER1/KREMEN1/ZNRF3/GPRC5B/FZD9"
"GO:0030101","GO:0030101","natural killer cell activation",10,0.310735963124081,0.787880577629803,0.735779816513761,0.966878172588832,0.926850610436117,222,"tags=20%, list=12%, signal=18%","ULBP1/DCAF15"
"GO:0007389","GO:0007389","pattern specification process",45,-0.210810591090565,-0.816894944194271,0.74245939675174,0.970115716512841,0.929954124040367,502,"tags=49%, list=27%, signal=37%","EXT1/MEIS2/NR2F2/CRKL/MID1/GREM2/ACD/SUFU/DKK1/TBX5/WLS/TCTN1/WDR77/IFT57/TBX3/LRP4/SIX1/ZIC1/DCHS1/SNAI1/HAND2/MAFB"
"GO:0071692","GO:0071692","protein localization to extracellular region",31,0.235891869594846,0.806687152934868,0.741592920353982,0.970115716512841,0.929954124040367,345,"tags=26%, list=19%, signal=21%","ANKRD1/PCK2/ABCA1/SREBF1/PIM3/RHBDF2/PLCB1/ERP29"
"GO:0051648","GO:0051648","vesicle localization",21,0.25544276208747,0.800586539588839,0.74187725631769,0.970115716512841,0.929954124040367,671,"tags=67%, list=36%, signal=43%","TMED9/AP1AR/FNBP1L/TRAPPC13/BLOC1S2/SCRIB/KLHL12/SNAP23/NDE1/ATP13A2/TBC1D23/SDC1/KIF1C/CDH2"
"GO:0035265","GO:0035265","organ growth",17,0.270047688628581,0.797944453151154,0.742173112338858,0.970115716512841,0.929954124040367,584,"tags=53%, list=31%, signal=37%","MAPK11/AR/TSKU/CDK1/DDR2/FGF2/YBX3/WWC3/ATF2"
"GO:0008589","GO:0008589","regulation of smoothened signaling pathway",11,-0.296776346196288,-0.795250951232244,0.74025974025974,0.970115716512841,0.929954124040367,673,"tags=64%, list=36%, signal=41%","PRRX1/GLI3/VCP/HERC4/SUFU/TCTN1/ZIC1"
"GO:0001885","GO:0001885","endothelial cell development",11,-0.295567429467792,-0.792011501085292,0.74025974025974,0.970115716512841,0.929954124040367,39,"tags=36%, list=2%, signal=36%","S1PR3/TJP2/FASN/HPSE"
"GO:1904064","GO:1904064","positive regulation of cation transmembrane transport",11,0.304687612274477,0.791972954007105,0.738888888888889,0.970115716512841,0.929954124040367,396,"tags=36%, list=21%, signal=29%","ANK2/STAC/BAX/PPP3CC"
"GO:0042100","GO:0042100","B cell proliferation",10,-0.305068422562491,-0.788429814337567,0.739606126914661,0.970115716512841,0.929954124040367,22,"tags=20%, list=1%, signal=20%","ADA/NFATC2"
"GO:0090087","GO:0090087","regulation of peptide transport",13,0.28596075141726,0.779159559130848,0.742115027829313,0.970115716512841,0.929954124040367,291,"tags=31%, list=16%, signal=26%","PCK2/SREBF1/PIM3/PLCB1"
"GO:0030258","GO:0030258","lipid modification",21,0.255066000441198,0.799405725929553,0.743682310469314,0.971100923696059,0.930898544863029,228,"tags=19%, list=12%, signal=17%","SESN2/ALDH1L2/SGPP1/DGKE"
"GO:0006513","GO:0006513","protein monoubiquitination",12,-0.281712835023149,-0.783501935472011,0.74630021141649,0.97390531685164,0.933586839605678,299,"tags=33%, list=16%, signal=28%","CTR9/UBE2O/PCGF6/UHRF1"
"GO:0050673","GO:0050673","epithelial cell proliferation",56,0.208168680791209,0.805009130103534,0.754325259515571,0.975110093521792,0.934741740009708,496,"tags=36%, list=27%, signal=27%","SFN/VEGFA/NUPR1/FST/CEBPB/KLF9/CYBA/DLG1/BAX/AR/XBP1/BTBD10/DEAF1/NKX3-1/BCL2L1/ERRFI1/FGF2/JCAD/IQGAP3/HMOX1"
"GO:0050708","GO:0050708","regulation of protein secretion",24,0.248539764245381,0.801054700437661,0.747747747747748,0.975110093521792,0.934741740009708,345,"tags=29%, list=19%, signal=24%","ANKRD1/PCK2/SREBF1/PIM3/RHBDF2/PLCB1/ERP29"
"GO:0006913","GO:0006913","nucleocytoplasmic transport",55,0.207252573182052,0.800165965936173,0.753448275862069,0.975110093521792,0.934741740009708,65,"tags=5%, list=4%, signal=5%","SFN/CDKN1A/TXNIP"
"GO:0051169","GO:0051169","nuclear transport",55,0.207252573182052,0.800165965936173,0.753448275862069,0.975110093521792,0.934741740009708,65,"tags=5%, list=4%, signal=5%","SFN/CDKN1A/TXNIP"
"GO:0062013","GO:0062013","positive regulation of small molecule metabolic process",17,-0.260764903187908,-0.798051965161941,0.753812636165577,0.975110093521792,0.934741740009708,164,"tags=18%, list=9%, signal=16%","PTGS2/SLC4A4/NR4A3"
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation",31,0.232905848955834,0.79647576035052,0.753982300884956,0.975110093521792,0.934741740009708,669,"tags=52%, list=36%, signal=34%","HPX/VEGFA/ARHGEF2/FYN/LONP1/ERRFI1/RAP2B/SH3BP5L/TP53/APP/ENPP2/PRNP/PDGFC/IL6ST/EHD4/MIF"
"GO:0030041","GO:0030041","actin filament polymerization",20,-0.245500684425029,-0.792232128213461,0.75054704595186,0.975110093521792,0.934741740009708,138,"tags=15%, list=7%, signal=14%","LMOD1/CORO1A/PREX1"
"GO:0042742","GO:0042742","defense response to bacterium",14,-0.273699371276753,-0.791824220868691,0.754385964912281,0.975110093521792,0.934741740009708,30,"tags=36%, list=2%, signal=35%","SPON2/ADAMTS5/GSDMD/GBP2/CXCL6"
"GO:0098727","GO:0098727","maintenance of cell number",20,-0.244544602514409,-0.789146846359478,0.75054704595186,0.975110093521792,0.934741740009708,339,"tags=30%, list=18%, signal=25%","MED17/CTR9/TEAD4/TBX3/ZIC1/SETD6"
"GO:0071901","GO:0071901","negative regulation of protein serine/threonine kinase activity",14,0.281819900295096,0.786776917558093,0.752747252747253,0.975110093521792,0.934741740009708,299,"tags=21%, list=16%, signal=18%","CDKN1A/GADD45A/PDCD4"
"GO:0051783","GO:0051783","regulation of nuclear division",22,0.246582343244342,0.783427301893052,0.750889679715303,0.975110093521792,0.934741740009708,757,"tags=55%, list=41%, signal=33%","BORA/RPS6KA2/PLCB1/TTK/INCENP/NEK2/AURKB/CENPF/BUB3/AURKA/SPC24/NUSAP1"
"GO:0009266","GO:0009266","response to temperature stimulus",22,0.246196431201899,0.782201204248748,0.750889679715303,0.975110093521792,0.934741740009708,277,"tags=23%, list=15%, signal=20%","TP53INP1/SCN9A/STAC/SLC27A1/METRNL"
"GO:0050871","GO:0050871","positive regulation of B cell activation",12,-0.279620380219893,-0.777682383842055,0.754756871035941,0.975110093521792,0.934741740009708,22,"tags=33%, list=1%, signal=33%","ADA/MSH2/HMCES/NFATC2"
"GO:0048588","GO:0048588","developmental cell growth",23,0.244961918602036,0.777675019918205,0.750902527075812,0.975110093521792,0.934741740009708,73,"tags=9%, list=4%, signal=8%","VEGFA/CYFIP2"
"GO:0051262","GO:0051262","protein tetramerization",10,-0.300248049216579,-0.775971867919409,0.7527352297593,0.975110093521792,0.934741740009708,35,"tags=20%, list=2%, signal=20%","APPL2/HSD17B8"
"GO:1902686","GO:1902686","mitochondrial outer membrane permeabilization involved in programmed cell death",11,0.2982386464565,0.775210190102699,0.75,0.975110093521792,0.934741740009708,617,"tags=73%, list=33%, signal=49%","BBC3/STPG1/BAX/BLOC1S2/BNIP3/ATF2/BNIP3L/GSK3B"
"GO:0046907","GO:0046907","intracellular transport",219,0.180236449974244,0.883950302708821,0.755485893416928,0.975443444679836,0.935061290841532,256,"tags=12%, list=14%, signal=12%","RAB43/SFN/ZDHHC11/SYBU/AP1S3/CDKN1A/BBC3/TXNIP/PLEKHF1/KIF13B/PMAIP1/ARHGEF2/CLTCL1/ABCA1/TMED9/PLK3/HERPUD1/SREBF1/XPOT/SGPP1/AP1AR/FYN/STPG1/BAX/FNBP1L/CEP120/SYNE3"
"GO:0019941","GO:0019941","modification-dependent protein catabolic process",90,0.19883370198561,0.842423604242438,0.756933115823817,0.976094945747899,0.935685820570046,863,"tags=56%, list=47%, signal=31%","TRIB3/DDIT3/MDM2/DNAJB9/PLK3/HERPUD1/TRAF4/LONP1/XBP1/UBE2C/TRIM25/OGT/RNF187/VPS37B/KIF14/FBXO22/EDEM1/USP15/ASCC3/SEL1L/ZNF598/TRIM2/ZER1/BIRC2/SMURF2/BFAR/RBCK1/GSK3B/USP40/ANAPC16/DNAJC10/UBE2D2/AURKA/RNF216/DAB2/HSP90B1/RNF185/SQSTM1/UBE2H/UBC/CSNK1A1/HSPA5/GIPC1/RLIM/WDR26/MAP1A/MAN1B1/UBE2Z/RPL23/CANX"
"GO:0001935","GO:0001935","endothelial cell proliferation",21,-0.241229114105438,-0.78470628751165,0.756696428571429,0.976094945747899,0.935685820570046,69,"tags=14%, list=4%, signal=14%","F3/FGF7/CCL2"
"GO:0072659","GO:0072659","protein localization to plasma membrane",38,0.223839913979485,0.794879040497764,0.759717314487632,0.977866684171553,0.937384211211237,883,"tags=71%, list=48%, signal=38%","PLEKHF1/ANK2/DLG1/STAC/AR/RHBDF2/RILPL1/BCL2L1/SCRIB/PREPL/PRNP/RAB3B/EHD4/ITGA3/CDH2/TPBG/RHOQ/FLNA/DAB2/SQSTM1/SPTBN1/MYO5A/RAB10/ITGB1/ARF6/EZR/LGALS3"
"GO:0046578","GO:0046578","regulation of Ras protein signal transduction",28,0.234126495445792,0.78038790051227,0.76036036036036,0.977866684171553,0.937384211211237,506,"tags=32%, list=27%, signal=24%","ARHGEF2/RALGPS1/ABCA1/EPS8L2/SHOC2/STMN3/OGT/KIF14/DENND3"
"GO:0098876","GO:0098876","vesicle-mediated transport to the plasma membrane",13,-0.273221075502444,-0.777822886953364,0.760259179265659,0.977866684171553,0.937384211211237,1352,"tags=100%, list=73%, signal=27%","PREPL/EPG5/EHD4/EPS15/SPTBN1/MICALL1/RAB10/ARF6/MACF1/MICALL2/EHD3/STEAP2"
"GO:1903531","GO:1903531","negative regulation of secretion by cell",13,0.279179222376407,0.760681872415044,0.760667903525046,0.977866684171553,0.937384211211237,496,"tags=54%, list=27%, signal=40%","SREBF1/PIM3/RHBDF2/ERP29/CRY1/WDR41/HMOX1"
"GO:0055072","GO:0055072","iron ion homeostasis",13,0.278888051413424,0.759888516550558,0.760667903525046,0.977866684171553,0.937384211211237,286,"tags=23%, list=15%, signal=20%","HPX/EPAS1/TFRC"
"GO:1901987","GO:1901987","regulation of cell cycle phase transition",73,0.20192822374222,0.825891683365413,0.76158940397351,0.978242257845482,0.937744236598937,493,"tags=36%, list=27%, signal=27%","CDKN1A/MDM2/PLK3/KLF4/E2F7/DLG1/RRM2B/XPC/APBB2/PLCB1/PKD1/UBE2C/TTK/CDK1/INCENP/RPS27L/NKX3-1/CCNG1/DDR2/CRY1/DYRK3/TP53/KIF14/ATF5/FANCD2/APP"
"GO:0048675","GO:0048675","axon extension",14,0.277525596365744,0.774788199922982,0.761904761904762,0.978242257845482,0.937744236598937,617,"tags=43%, list=33%, signal=29%","VEGFA/SEMA7A/IFRD1/NRP2/NDN/GSK3B"
"GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle",18,0.258460754423492,0.776837306603131,0.762430939226519,0.978311322886073,0.93781044243215,738,"tags=61%, list=40%, signal=37%","CDKN1A/RRM2B/CDK1/CCNG1/KIF14/APP/AURKB/CENPF/CDC25B/AURKA/BRD4"
"GO:0048468","GO:0048468","cell development",287,0.176660111151121,0.89133354106739,0.764350453172205,0.979874502433766,0.939308908277253,493,"tags=29%, list=27%, signal=25%","SFN/MYH3/SLC4A5/BTG2/ITPKA/ANKRD1/VEGFA/SLC7A5/VLDLR/MKNK2/YJEFN3/PHGDH/CYFIP2/ZNF385A/KIF13B/RPS6KA5/ATF4/ANK2/FST/KLF2/ROBO3/FLRT2/MKX/CEBPB/DNAJB9/CEBPG/RCAN1/KLF4/KDM4A/RDH10/EPAS1/RPS6KA2/FYN/TMEM79/ADGRG6/BAX/FHL2/UNC5B/SEMA7A/AR/TFRC/NDRG1/TSKU/PLCB1/ETS1/TOP2A/PDCD4/XBP1/BLOC1S2/RNF41/IFRD1/CASP9/SPAST/DNASE2/GMCL1/RILPL1/CCNB1IP1/JUND/CDK1/HSPA9/SGPL1/DEAF1/PLXNB2/TTLL1/BCL2L1/ADGRA2/STMN3/C21orf91/OGT/DDR2/CHD2/FGF2/SGK1/YBX3/FOXD1/DYRK3/TP53/KIF14/FBXO22/ATF5/FANCD2/APP"
"GO:0031647","GO:0031647","regulation of protein stability",47,0.214252985799021,0.797909520588989,0.765541740674956,0.979874502433766,0.939308908277253,194,"tags=11%, list=10%, signal=10%","MDM2/ZBED3/ANK2/SREBF1/PIM2"
"GO:0120162","GO:0120162","positive regulation of cold-induced thermogenesis",14,-0.272209584274654,-0.787514202081675,0.765350877192982,0.979874502433766,0.939308908277253,19,"tags=21%, list=1%, signal=21%","ALMS1/APPL2/PPARGC1B"
"GO:0031333","GO:0031333","negative regulation of protein-containing complex assembly",16,-0.261697497279652,-0.785464720283864,0.764705882352941,0.979874502433766,0.939308908277253,1374,"tags=100%, list=74%, signal=26%","RIOK3/BIRC2/GSK3B/HSF1/SPTBN1/SPTAN1/CSNK1A1/HSPA5/TMSB10/HMGB1/CAPZB/SSH1/ADD3/DKK1/LMOD1"
"GO:0033157","GO:0033157","regulation of intracellular protein transport",35,0.228301344842233,0.800289005482712,0.766031195840555,0.979895371578622,0.939328913465288,236,"tags=14%, list=13%, signal=13%","SFN/BBC3/PLK3/SREBF1/FYN"
