"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044706","GO:0044706","multi-multicellular organism process","4/306","216/18614",0.475955328422316,0.672657494613314,0.617522965540108,"100137049/1364/81539/7422",4
"GO:0001990","GO:0001990","regulation of systemic arterial blood pressure by hormone","1/306","39/18614",0.476451153807594,0.672657494613314,0.617522965540108,"1535",1
"GO:0002209","GO:0002209","behavioral defense response","1/306","39/18614",0.476451153807594,0.672657494613314,0.617522965540108,"116372",1
"GO:0010769","GO:0010769","regulation of cell morphogenesis involved in differentiation","1/306","39/18614",0.476451153807594,0.672657494613314,0.617522965540108,"3706",1
"GO:0017004","GO:0017004","cytochrome complex assembly","1/306","39/18614",0.476451153807594,0.672657494613314,0.617522965540108,"1535",1
"GO:0017158","GO:0017158","regulation of calcium ion-dependent exocytosis","1/306","39/18614",0.476451153807594,0.672657494613314,0.617522965540108,"6861",1
"GO:0030279","GO:0030279","negative regulation of ossification","1/306","39/18614",0.476451153807594,0.672657494613314,0.617522965540108,"83999",1
"GO:0031111","GO:0031111","negative regulation of microtubule polymerization or depolymerization","1/306","39/18614",0.476451153807594,0.672657494613314,0.617522965540108,"9181",1
"GO:0032438","GO:0032438","melanosome organization","1/306","39/18614",0.476451153807594,0.672657494613314,0.617522965540108,"130340",1
"GO:0045730","GO:0045730","respiratory burst","1/306","39/18614",0.476451153807594,0.672657494613314,0.617522965540108,"1535",1
"GO:0045740","GO:0045740","positive regulation of DNA replication","1/306","39/18614",0.476451153807594,0.672657494613314,0.617522965540108,"144455",1
"GO:0045823","GO:0045823","positive regulation of heart contraction","1/306","39/18614",0.476451153807594,0.672657494613314,0.617522965540108,"79924",1
"GO:0046621","GO:0046621","negative regulation of organ growth","1/306","39/18614",0.476451153807594,0.672657494613314,0.617522965540108,"5600",1
"GO:0048821","GO:0048821","erythrocyte development","1/306","39/18614",0.476451153807594,0.672657494613314,0.617522965540108,"10365",1
"GO:0060251","GO:0060251","regulation of glial cell proliferation","1/306","39/18614",0.476451153807594,0.672657494613314,0.617522965540108,"8140",1
"GO:0060390","GO:0060390","regulation of SMAD protein signal transduction","1/306","39/18614",0.476451153807594,0.672657494613314,0.617522965540108,"8200",1
"GO:0070232","GO:0070232","regulation of T cell apoptotic process","1/306","39/18614",0.476451153807594,0.672657494613314,0.617522965540108,"1831",1
"GO:0090077","GO:0090077","foam cell differentiation","1/306","39/18614",0.476451153807594,0.672657494613314,0.617522965540108,"19",1
"GO:0098926","GO:0098926","postsynaptic signal transduction","1/306","39/18614",0.476451153807594,0.672657494613314,0.617522965540108,"116372",1
"GO:0051258","GO:0051258","protein polymerization","5/306","276/18614",0.476530008368549,0.672657494613314,0.617522965540108,"57580/11151/25802/1739/26999",5
"GO:0001678","GO:0001678","intracellular glucose homeostasis","3/306","157/18614",0.478601999006353,0.674435060511635,0.619154832833292,"415116/1535/5106",3
"GO:0007030","GO:0007030","Golgi organization","3/306","157/18614",0.478601999006353,0.674435060511635,0.619154832833292,"1263/54732/339122",3
"GO:0010976","GO:0010976","positive regulation of neuron projection development","3/306","157/18614",0.478601999006353,0.674435060511635,0.619154832833292,"7436/7422/3706",3
"GO:0030902","GO:0030902","hindbrain development","3/306","157/18614",0.478601999006353,0.674435060511635,0.619154832833292,"6752/51286/9935",3
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","8/306","457/18614",0.478756080798971,0.674435060511635,0.619154832833292,"6347/79968/1739/144455/9314/1263/4193/1026",8
"GO:0032642","GO:0032642","regulation of chemokine production","2/306","98/18614",0.480768288036563,0.676298652847021,0.62086567538648,"6372/9314",2
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","7/306","398/18614",0.481813023622546,0.676298652847021,0.62086567538648,"8200/56963/10253/3696/10468/9518/83729",7
"GO:0032412","GO:0032412","regulation of monoatomic ion transmembrane transporter activity","5/306","278/18614",0.482829362824986,0.676298652847021,0.62086567538648,"6347/1739/287/3755/6536",5
"GO:0007179","GO:0007179","transforming growth factor beta receptor signaling pathway","4/306","218/18614",0.483075801564774,0.676298652847021,0.62086567538648,"8200/10253/3696/9518",4
"GO:0000266","GO:0000266","mitochondrial fission","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"113115",1
"GO:0000731","GO:0000731","DNA synthesis involved in DNA repair","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"5427",1
"GO:0001916","GO:0001916","positive regulation of T cell mediated cytotoxicity","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"80329",1
"GO:0006901","GO:0006901","vesicle coating","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"54732",1
"GO:0018023","GO:0018023","peptidyl-lysine trimethylation","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"85002",1
"GO:0030866","GO:0030866","cortical actin cytoskeleton organization","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"1739",1
"GO:0035337","GO:0035337","fatty-acyl-CoA metabolic process","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"23205",1
"GO:0042755","GO:0042755","eating behavior","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"9518",1
"GO:0043267","GO:0043267","negative regulation of potassium ion transport","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"468",1
"GO:0045454","GO:0045454","cell redox homeostasis","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"1649",1
"GO:0048753","GO:0048753","pigment granule organization","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"130340",1
"GO:0051125","GO:0051125","regulation of actin nucleation","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"11151",1
"GO:0051693","GO:0051693","actin filament capping","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"25802",1
"GO:0070884","GO:0070884","regulation of calcineurin-NFAT signaling cascade","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"1827",1
"GO:0071392","GO:0071392","cellular response to estradiol stimulus","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"6752",1
"GO:0071634","GO:0071634","regulation of transforming growth factor beta production","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"3696",1
"GO:0099622","GO:0099622","cardiac muscle cell membrane repolarization","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"287",1
"GO:0140448","GO:0140448","signaling receptor ligand precursor processing","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"5122",1
"GO:1901998","GO:1901998","toxin transport","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"339122",1
"GO:1903524","GO:1903524","positive regulation of blood circulation","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"79924",1
"GO:1904994","GO:1904994","regulation of leukocyte adhesion to vascular endothelial cell","1/306","40/18614",0.485075969254963,0.676298652847021,0.62086567538648,"9314",1
"GO:0051348","GO:0051348","negative regulation of transferase activity","5/306","279/18614",0.485969409788281,0.676298652847021,0.62086567538648,"10253/1647/1026/57761/2810",5
"GO:0010596","GO:0010596","negative regulation of endothelial cell migration","2/306","99/18614",0.486089656733796,0.676298652847021,0.62086567538648,"1647/9314",2
"GO:0032602","GO:0032602","chemokine production","2/306","99/18614",0.486089656733796,0.676298652847021,0.62086567538648,"6372/9314",2
"GO:0042632","GO:0042632","cholesterol homeostasis","2/306","99/18614",0.486089656733796,0.676298652847021,0.62086567538648,"3638/19",2
"GO:0048661","GO:0048661","positive regulation of smooth muscle cell proliferation","2/306","99/18614",0.486089656733796,0.676298652847021,0.62086567538648,"8013/1535",2
"GO:0060349","GO:0060349","bone morphogenesis","2/306","99/18614",0.486089656733796,0.676298652847021,0.62086567538648,"3638/338773",2
"GO:0046034","GO:0046034","ATP metabolic process","4/306","219/18614",0.48662178310085,0.676769050819684,0.621297517079152,"8671/26471/4621/54541",4
"GO:0051962","GO:0051962","positive regulation of nervous system development","5/306","280/18614",0.489102831180088,0.679677559823166,0.62396762946103,"91584/23768/8140/7422/3706",5
"GO:0071559","GO:0071559","response to transforming growth factor beta","5/306","280/18614",0.489102831180088,0.679677559823166,0.62396762946103,"8200/10253/3696/27063/9518",5
"GO:0030101","GO:0030101","natural killer cell activation","2/306","100/18614",0.491377061369413,0.680986686774703,0.625169453515405,"11151/80329",2
"GO:0055092","GO:0055092","sterol homeostasis","2/306","100/18614",0.491377061369413,0.680986686774703,0.625169453515405,"3638/19",2
"GO:0002831","GO:0002831","regulation of response to biotic stimulus","8/306","463/18614",0.493443912562725,0.680986686774703,0.625169453515405,"6372/5608/1535/8915/80216/23151/3263/79844",8
"GO:0002691","GO:0002691","regulation of cellular extravasation","1/306","41/18614",0.493559158304601,0.680986686774703,0.625169453515405,"3554",1
"GO:0003203","GO:0003203","endocardial cushion morphogenesis","1/306","41/18614",0.493559158304601,0.680986686774703,0.625169453515405,"4193",1
"GO:0030513","GO:0030513","positive regulation of BMP signaling pathway","1/306","41/18614",0.493559158304601,0.680986686774703,0.625169453515405,"8200",1
"GO:0048246","GO:0048246","macrophage chemotaxis","1/306","41/18614",0.493559158304601,0.680986686774703,0.625169453515405,"6347",1
"GO:0050892","GO:0050892","intestinal absorption","1/306","41/18614",0.493559158304601,0.680986686774703,0.625169453515405,"10162",1
"GO:0051154","GO:0051154","negative regulation of striated muscle cell differentiation","1/306","41/18614",0.493559158304601,0.680986686774703,0.625169453515405,"338773",1
"GO:0072210","GO:0072210","metanephric nephron development","1/306","41/18614",0.493559158304601,0.680986686774703,0.625169453515405,"55083",1
"GO:0072595","GO:0072595","maintenance of protein localization in organelle","1/306","41/18614",0.493559158304601,0.680986686774703,0.625169453515405,"3638",1
"GO:0098751","GO:0098751","bone cell development","1/306","41/18614",0.493559158304601,0.680986686774703,0.625169453515405,"25946",1
"GO:0106056","GO:0106056","regulation of calcineurin-mediated signaling","1/306","41/18614",0.493559158304601,0.680986686774703,0.625169453515405,"1827",1
"GO:0150077","GO:0150077","regulation of neuroinflammatory response","1/306","41/18614",0.493559158304601,0.680986686774703,0.625169453515405,"26471",1
"GO:1901381","GO:1901381","positive regulation of potassium ion transmembrane transport","1/306","41/18614",0.493559158304601,0.680986686774703,0.625169453515405,"287",1
"GO:1902742","GO:1902742","apoptotic process involved in development","1/306","41/18614",0.493559158304601,0.680986686774703,0.625169453515405,"9464",1
"GO:1990000","GO:1990000","amyloid fibril formation","1/306","41/18614",0.493559158304601,0.680986686774703,0.625169453515405,"4193",1
"GO:2000403","GO:2000403","positive regulation of lymphocyte migration","1/306","41/18614",0.493559158304601,0.680986686774703,0.625169453515405,"11151",1
"GO:0035051","GO:0035051","cardiocyte differentiation","3/306","161/18614",0.49525082837778,0.682780588688418,0.626816317838655,"9464/70/7422",3
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","3/306","161/18614",0.49525082837778,0.682780588688418,0.626816317838655,"10253/79866/1058",3
"GO:0007040","GO:0007040","lysosome organization","2/306","101/18614",0.496630177952472,0.68387132281809,0.627817649689954,"11151/19",2
"GO:0043255","GO:0043255","regulation of carbohydrate biosynthetic process","2/306","101/18614",0.496630177952472,0.68387132281809,0.627817649689954,"23178/83667",2
"GO:0080171","GO:0080171","lytic vacuole organization","2/306","101/18614",0.496630177952472,0.68387132281809,0.627817649689954,"11151/19",2
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","4/306","222/18614",0.497200286190528,0.684377560709738,0.628282393674259,"8792/6347/10253/9464",4
"GO:0016052","GO:0016052","carbohydrate catabolic process","3/306","162/18614",0.499371827042839,0.684377560709738,0.628282393674259,"8671/26471/54541",3
"GO:0031348","GO:0031348","negative regulation of defense response","5/306","284/18614",0.501567268296855,0.684377560709738,0.628282393674259,"5740/10162/9314/53833/23151",5
"GO:0021510","GO:0021510","spinal cord development","2/306","102/18614",0.50184870222512,0.684377560709738,0.628282393674259,"26227/7436",2
"GO:0042158","GO:0042158","lipoprotein biosynthetic process","2/306","102/18614",0.50184870222512,0.684377560709738,0.628282393674259,"19/79844",2
"GO:1905477","GO:1905477","positive regulation of protein localization to membrane","2/306","102/18614",0.50184870222512,0.684377560709738,0.628282393674259,"1739/27113",2
"GO:0002714","GO:0002714","positive regulation of B cell mediated immunity","1/306","42/18614",0.501903039075548,0.684377560709738,0.628282393674259,"3263",1
"GO:0002891","GO:0002891","positive regulation of immunoglobulin mediated immune response","1/306","42/18614",0.501903039075548,0.684377560709738,0.628282393674259,"3263",1
"GO:0007595","GO:0007595","lactation","1/306","42/18614",0.501903039075548,0.684377560709738,0.628282393674259,"7422",1
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process","1/306","42/18614",0.501903039075548,0.684377560709738,0.628282393674259,"978",1
"GO:0009167","GO:0009167","purine ribonucleoside monophosphate metabolic process","1/306","42/18614",0.501903039075548,0.684377560709738,0.628282393674259,"1739",1
"GO:0021983","GO:0021983","pituitary gland development","1/306","42/18614",0.501903039075548,0.684377560709738,0.628282393674259,"5122",1
"GO:0032733","GO:0032733","positive regulation of interleukin-10 production","1/306","42/18614",0.501903039075548,0.684377560709738,0.628282393674259,"53833",1
"GO:0045981","GO:0045981","positive regulation of nucleotide metabolic process","1/306","42/18614",0.501903039075548,0.684377560709738,0.628282393674259,"8671",1
"GO:0046688","GO:0046688","response to copper ion","1/306","42/18614",0.501903039075548,0.684377560709738,0.628282393674259,"4494",1
"GO:0050691","GO:0050691","regulation of defense response to virus by host","1/306","42/18614",0.501903039075548,0.684377560709738,0.628282393674259,"79844",1
"GO:0055090","GO:0055090","acylglycerol homeostasis","1/306","42/18614",0.501903039075548,0.684377560709738,0.628282393674259,"83667",1
"GO:0070296","GO:0070296","sarcoplasmic reticulum calcium ion transport","1/306","42/18614",0.501903039075548,0.684377560709738,0.628282393674259,"287",1
"GO:0070328","GO:0070328","triglyceride homeostasis","1/306","42/18614",0.501903039075548,0.684377560709738,0.628282393674259,"83667",1
"GO:0071354","GO:0071354","cellular response to interleukin-6","1/306","42/18614",0.501903039075548,0.684377560709738,0.628282393674259,"5740",1
"GO:0071542","GO:0071542","dopaminergic neuron differentiation","1/306","42/18614",0.501903039075548,0.684377560709738,0.628282393674259,"7422",1
"GO:0086091","GO:0086091","regulation of heart rate by cardiac conduction","1/306","42/18614",0.501903039075548,0.684377560709738,0.628282393674259,"287",1
"GO:0090207","GO:0090207","regulation of triglyceride metabolic process","1/306","42/18614",0.501903039075548,0.684377560709738,0.628282393674259,"6720",1
"GO:1900544","GO:1900544","positive regulation of purine nucleotide metabolic process","1/306","42/18614",0.501903039075548,0.684377560709738,0.628282393674259,"8671",1
"GO:2000008","GO:2000008","regulation of protein localization to cell surface","1/306","42/18614",0.501903039075548,0.684377560709738,0.628282393674259,"23245",1
"GO:0021915","GO:0021915","neural tube development","3/306","163/18614",0.503475821451673,0.686253874647688,0.630004915100878,"56963/8915/26227",3
"GO:0006885","GO:0006885","regulation of pH","2/306","103/18614",0.507032349105255,0.686974248197723,0.630666243064182,"8671/57835",2
"GO:0010906","GO:0010906","regulation of glucose metabolic process","2/306","103/18614",0.507032349105255,0.686974248197723,0.630666243064182,"5366/83667",2
"GO:0019233","GO:0019233","sensory perception of pain","2/306","103/18614",0.507032349105255,0.686974248197723,0.630666243064182,"6347/6335",2
"GO:0042100","GO:0042100","B cell proliferation","2/306","103/18614",0.507032349105255,0.686974248197723,0.630666243064182,"4773/1026",2
"GO:0150115","GO:0150115","cell-substrate junction organization","2/306","103/18614",0.507032349105255,0.686974248197723,0.630666243064182,"55901/7422",2
"GO:1903076","GO:1903076","regulation of protein localization to plasma membrane","2/306","103/18614",0.507032349105255,0.686974248197723,0.630666243064182,"116372/1739",2
"GO:0030307","GO:0030307","positive regulation of cell growth","3/306","164/18614",0.50756256466936,0.686974248197723,0.630666243064182,"1535/7422/2810",3
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","3/306","164/18614",0.50756256466936,0.686974248197723,0.630666243064182,"11151/25802/9181",3
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","4/306","225/18614",0.507685571888757,0.686974248197723,0.630666243064182,"8013/2252/1535/7422",4
"GO:0006284","GO:0006284","base-excision repair","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"7374",1
"GO:0006739","GO:0006739","NADP metabolic process","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"160428",1
"GO:0006775","GO:0006775","fat-soluble vitamin metabolic process","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"120227",1
"GO:0006904","GO:0006904","vesicle docking involved in exocytosis","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"8541",1
"GO:0009394","GO:0009394","2'-deoxyribonucleotide metabolic process","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"7374",1
"GO:0010719","GO:0010719","negative regulation of epithelial to mesenchymal transition","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"10253",1
"GO:0010907","GO:0010907","positive regulation of glucose metabolic process","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"5366",1
"GO:0016266","GO:0016266","O-glycan processing","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"79369",1
"GO:0031670","GO:0031670","cellular response to nutrient","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"5251",1
"GO:0031952","GO:0031952","regulation of protein autophosphorylation","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"7422",1
"GO:0032735","GO:0032735","positive regulation of interleukin-12 production","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"5600",1
"GO:0033574","GO:0033574","response to testosterone","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"5723",1
"GO:0042554","GO:0042554","superoxide anion generation","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"1535",1
"GO:0043507","GO:0043507","positive regulation of JUN kinase activity","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"8792",1
"GO:0044058","GO:0044058","regulation of digestive system process","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"10162",1
"GO:0045663","GO:0045663","positive regulation of myoblast differentiation","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"694",1
"GO:0060236","GO:0060236","regulation of mitotic spindle organization","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"79866",1
"GO:0061001","GO:0061001","regulation of dendritic spine morphogenesis","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"3706",1
"GO:0071459","GO:0071459","protein localization to chromosome, centromeric region","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"1058",1
"GO:0071604","GO:0071604","transforming growth factor beta production","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"3696",1
"GO:0090114","GO:0090114","COPII-coated vesicle budding","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"3638",1
"GO:0097178","GO:0097178","ruffle assembly","1/306","43/18614",0.510109891867002,0.686974248197723,0.630666243064182,"64787",1
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","7/306","409/18614",0.510503848580172,0.687239453434056,0.630909710691212,"11151/25802/1739/19/26999/7422/143098",7
"GO:0050773","GO:0050773","regulation of dendrite development","2/306","104/18614",0.512180852142083,0.68827824664487,0.631863358973229,"7436/3706",2
"GO:0071868","GO:0071868","cellular response to monoamine stimulus","2/306","104/18614",0.512180852142083,0.68827824664487,0.631863358973229,"8013/468",2
"GO:0071870","GO:0071870","cellular response to catecholamine stimulus","2/306","104/18614",0.512180852142083,0.68827824664487,0.631863358973229,"8013/468",2
"GO:0006936","GO:0006936","muscle contraction","6/306","349/18614",0.513427647238388,0.68827824664487,0.631863358973229,"6752/5608/25802/1739/287/4621",6
"GO:0002685","GO:0002685","regulation of leukocyte migration","4/306","227/18614",0.514621514716183,0.68827824664487,0.631863358973229,"6347/11151/3554/7422",4
"GO:0003205","GO:0003205","cardiac chamber development","3/306","166/18614",0.515683347384964,0.68827824664487,0.631863358973229,"9464/287/4193",3
"GO:0022898","GO:0022898","regulation of transmembrane transporter activity","5/306","289/18614",0.516981236737688,0.68827824664487,0.631863358973229,"6347/1739/287/3755/6536",5
"GO:0001841","GO:0001841","neural tube formation","2/306","105/18614",0.517293962984295,0.68827824664487,0.631863358973229,"56963/8915",2
"GO:0021549","GO:0021549","cerebellum development","2/306","105/18614",0.517293962984295,0.68827824664487,0.631863358973229,"6752/51286",2
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","2/306","105/18614",0.517293962984295,0.68827824664487,0.631863358973229,"1535/9181",2
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","2/306","105/18614",0.517293962984295,0.68827824664487,0.631863358973229,"3115/11151",2
"GO:0046425","GO:0046425","regulation of receptor signaling pathway via JAK-STAT","2/306","105/18614",0.517293962984295,0.68827824664487,0.631863358973229,"1545/1647",2
"GO:0061387","GO:0061387","regulation of extent of cell growth","2/306","105/18614",0.517293962984295,0.68827824664487,0.631863358973229,"91584/7422",2
"GO:0001709","GO:0001709","cell fate determination","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"9314",1
"GO:0003009","GO:0003009","skeletal muscle contraction","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"4621",1
"GO:0006509","GO:0006509","membrane protein ectodomain proteolysis","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"56963",1
"GO:0009126","GO:0009126","purine nucleoside monophosphate metabolic process","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"1739",1
"GO:0009262","GO:0009262","deoxyribonucleotide metabolic process","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"7374",1
"GO:0019692","GO:0019692","deoxyribose phosphate metabolic process","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"7374",1
"GO:0021587","GO:0021587","cerebellum morphogenesis","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"51286",1
"GO:0030835","GO:0030835","negative regulation of actin filament depolymerization","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"25802",1
"GO:0032881","GO:0032881","regulation of polysaccharide metabolic process","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"23178",1
"GO:0032924","GO:0032924","activin receptor signaling pathway","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"10468",1
"GO:0033003","GO:0033003","regulation of mast cell activation","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"8013",1
"GO:0042596","GO:0042596","fear response","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"116372",1
"GO:0050856","GO:0050856","regulation of T cell receptor signaling pathway","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"8915",1
"GO:0051602","GO:0051602","response to electrical stimulus","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"7832",1
"GO:0090051","GO:0090051","negative regulation of cell migration involved in sprouting angiogenesis","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"9314",1
"GO:0090317","GO:0090317","negative regulation of intracellular protein transport","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"3638",1
"GO:0099084","GO:0099084","postsynaptic specialization organization","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"1739",1
"GO:0120178","GO:0120178","steroid hormone biosynthetic process","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"7923",1
"GO:1900026","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"57580",1
"GO:1903214","GO:1903214","regulation of protein targeting to mitochondrion","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"6720",1
"GO:1903539","GO:1903539","protein localization to postsynaptic membrane","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"1739",1
"GO:2000785","GO:2000785","regulation of autophagosome assembly","1/306","44/18614",0.518181959773345,0.68827824664487,0.631863358973229,"26471",1
"GO:0006887","GO:0006887","exocytosis","6/306","351/18614",0.519001527424967,0.689104426211757,0.632621820538437,"8541/6861/8013/94121/11151/27040",6
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","3/306","167/18614",0.519716930319019,0.689791724867861,0.633252784599238,"11151/25802/9181",3
"GO:1901890","GO:1901890","positive regulation of cell junction assembly","2/306","106/18614",0.522371450860598,0.69236616485823,0.635616210012897,"23768/7422",2
"GO:0046661","GO:0046661","male sex differentiation","3/306","168/18614",0.523732348742042,0.69236616485823,0.635616210012897,"1545/8644/26471",3
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","3/306","168/18614",0.523732348742042,0.69236616485823,0.635616210012897,"1739/1051/53833",3
"GO:0007599","GO:0007599","hemostasis","4/306","230/18614",0.524940574319194,0.69236616485823,0.635616210012897,"10855/5055/25946/23657",4
"GO:0001504","GO:0001504","neurotransmitter uptake","1/306","45/18614",0.526121449289196,0.69236616485823,0.635616210012897,"81539",1
"GO:0005978","GO:0005978","glycogen biosynthetic process","1/306","45/18614",0.526121449289196,0.69236616485823,0.635616210012897,"23178",1
"GO:0007019","GO:0007019","microtubule depolymerization","1/306","45/18614",0.526121449289196,0.69236616485823,0.635616210012897,"9181",1
"GO:0008631","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","1/306","45/18614",0.526121449289196,0.69236616485823,0.635616210012897,"1545",1
"GO:0009250","GO:0009250","glucan biosynthetic process","1/306","45/18614",0.526121449289196,0.69236616485823,0.635616210012897,"23178",1
"GO:0014003","GO:0014003","oligodendrocyte development","1/306","45/18614",0.526121449289196,0.69236616485823,0.635616210012897,"745",1
"GO:0014014","GO:0014014","negative regulation of gliogenesis","1/306","45/18614",0.526121449289196,0.69236616485823,0.635616210012897,"9682",1
"GO:0031295","GO:0031295","T cell costimulation","1/306","45/18614",0.526121449289196,0.69236616485823,0.635616210012897,"1326",1
"GO:0032781","GO:0032781","positive regulation of ATP-dependent activity","1/306","45/18614",0.526121449289196,0.69236616485823,0.635616210012897,"29128",1
"GO:0048701","GO:0048701","embryonic cranial skeleton morphogenesis","1/306","45/18614",0.526121449289196,0.69236616485823,0.635616210012897,"157506",1
"GO:0061098","GO:0061098","positive regulation of protein tyrosine kinase activity","1/306","45/18614",0.526121449289196,0.69236616485823,0.635616210012897,"51704",1
"GO:0062208","GO:0062208","positive regulation of pattern recognition receptor signaling pathway","1/306","45/18614",0.526121449289196,0.69236616485823,0.635616210012897,"1535",1
"GO:0062237","GO:0062237","protein localization to postsynapse","1/306","45/18614",0.526121449289196,0.69236616485823,0.635616210012897,"1739",1
"GO:0070741","GO:0070741","response to interleukin-6","1/306","45/18614",0.526121449289196,0.69236616485823,0.635616210012897,"5740",1
"GO:1901021","GO:1901021","positive regulation of calcium ion transmembrane transporter activity","1/306","45/18614",0.526121449289196,0.69236616485823,0.635616210012897,"287",1
"GO:1902116","GO:1902116","negative regulation of organelle assembly","1/306","45/18614",0.526121449289196,0.69236616485823,0.635616210012897,"26471",1
"GO:1902622","GO:1902622","regulation of neutrophil migration","1/306","45/18614",0.526121449289196,0.69236616485823,0.635616210012897,"3554",1
"GO:1904706","GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation","1/306","45/18614",0.526121449289196,0.69236616485823,0.635616210012897,"1026",1
"GO:0032535","GO:0032535","regulation of cellular component size","6/306","354/18614",0.527315885054799,0.69236616485823,0.635616210012897,"11151/91584/25802/1739/26999/7422",6
"GO:0003279","GO:0003279","cardiac septum development","2/306","107/18614",0.527413102072338,0.69236616485823,0.635616210012897,"287/4193",2
